Dataset,Model,Experiment name,Accuracy,Average Confidence,Standard Deviation Confidence,Average Entropy,Average mean,Average variance,Average skewness,Average kurtosis,Average top5 Entropy,Average top5 mean,Average top5 variance,Average top5 skewness,Average top5 kurtosis,top2_grad_confidence
imagenetv2-top-images-format-val,resnet18,predict_imagenetv2-top-images-format-val_resnet18_23-07-2023_08-03-28,0.7282358820589705,0.7364383056320469,0.27106601043101264,1.0103965404355855,0.0010000001819946733,0.0006460461603713573,27.93886747102866,822.9463297022753,0.5882950079341945,0.18305106292265108,0.11833400583019238,1.2249237765505383,-0.1428659251545263,0.6319026555054903
imagenetv2-top-images-format-val,resnet34,predict_imagenetv2-top-images-format-val_resnet34_23-07-2023_08-06-00,0.7612193903048475,0.7798619453107816,0.25198123603100236,0.818805055262479,0.0010000002131434805,0.0006998977011210462,28.585546138416465,851.7881606392239,0.5049191721938252,0.18778296615379206,0.13001740121505947,1.263894625507546,-0.10190352806146594,0.6818571937631395
imagenetv2-top-images-format-val,resnet101,predict_imagenetv2-top-images-format-val_resnet101_23-07-2023_08-09-24,0.7865067466266866,0.8319024710175486,0.2250963502922928,0.5969733004140837,0.0010000002282350019,0.0007669787120828043,29.331401276385886,886.2941323969973,0.3986103061375908,0.19249990014010285,0.1449315975953259,1.3109817396600856,-0.033611699344514905,0.7472610468122647
imagenetv2-top-images-format-val,resnet152,predict_imagenetv2-top-images-format-val_resnet152_23-07-2023_08-17-06,0.8020989505247377,0.8424705472251196,0.21746881509920632,0.5542571383295432,0.0010000002344484735,0.0007803720170071345,29.483415353280314,893.2724511725613,0.37677879494243455,0.1933370856295476,0.1479448418119149,1.323337865389452,-0.01933755582716988,0.7604382464822023
imagenetv2-top-images-format-val,vgg16,predict_imagenetv2-top-images-format-val_vgg16_23-07-2023_08-27-30,0.7361319340329835,0.743183966357259,0.2716889822001006,0.961443159130799,0.0010000001432826516,0.0006570082492317965,27.943188357889383,822.9986038829493,0.5725714593230018,0.1839863820795504,0.12066471615099153,1.2261830427492475,-0.15042245526244674,0.6381742082665901
imagenetv2-top-images-format-val,vgg19,predict_imagenetv2-top-images-format-val_vgg19_23-07-2023_08-36-03,0.7406296851574213,0.7529022389720346,0.26916042894740616,0.9226115645216709,0.0010000001408740587,0.0006691474894110321,28.0908366839091,829.8602001695381,0.5537575409726391,0.18488040239006087,0.12336118919558575,1.235593867257219,-0.13317833093331494,0.6510763178598268
imagenetv2-top-images-format-val,alexnet,predict_imagenetv2-top-images-format-val_alexnet_23-07-2023_08-46-09,0.5800099950024987,0.5911455048304954,0.30843232717043134,1.682046142962311,0.001000000134392966,0.0004785853267394791,25.35167204972686,711.2532125847629,0.8406467283355569,0.16343485247669579,0.08341749475063308,1.1033990535597287,-0.2946015218804325,0.47479006157881276
imagenetv2-top-images-format-val,resnext,predict_imagenetv2-top-images-format-val_resnext_23-07-2023_08-47-53,0.8375812093953023,0.41863501023488126,0.15729998891627328,4.330731539135573,0.0010000000326968227,0.00020608366437533033,29.34553523861963,887.4911589058681,0.4869626541466588,0.09845439247928489,0.03860649339013102,1.321621082817233,-0.024005791141294586,0.3734795397284205
imagenetv2-top-images-format-val,wide_resnet,predict_imagenetv2-top-images-format-val_wide_resnet_23-07-2023_09-12-19,0.832783608195902,0.6995313757039171,0.18406242090279484,2.175466243562655,0.0010000000309165584,0.0005351986027276014,29.883858577017186,912.1430674601054,0.35372854957328775,0.15718497910621998,0.10242424138605852,1.3524327093880784,0.02066311998286288,0.6413030089014029
imagenetv2-top-images-format-val,densenet121,predict_imagenetv2-top-images-format-val_densenet121_23-07-2023_09-26-25,0.7667166416791604,0.7783479539075236,0.250601867041219,0.8288257056012469,0.0010000002182748305,0.000696547790645347,28.603356884408747,852.6520125885238,0.5105357234619021,0.18771548808544414,0.1292550923087787,1.2651814275368318,-0.09689797157647906,0.6806535159343322
imagenetv2-top-images-format-val,googlenet,predict_imagenetv2-top-images-format-val_googlenet_23-07-2023_09-32-24,0.7295352323838081,0.6498150717508028,0.29146899669748033,1.7520610663550775,0.001000000039806244,0.0005335161260674717,27.208956463655074,791.4263115798516,0.6881120430498242,0.1654854607795817,0.09686216864399054,1.1919669145132998,-0.1890526411236673,0.5486845585226792
imagenetv2-top-images-format-val,mobilenet,predict_imagenetv2-top-images-format-val_mobilenet_v2_23-07-2023_09-35-59,0.7476261869065467,0.3527685857599956,0.24100244076938024,4.317442211411755,0.0010000000356057512,0.0001926657096688111,25.42955102925298,718.4995755643145,0.9062988507825982,0.09579779473233452,0.034161962412766166,1.1373791382728156,-0.2567365995470969,0.2883863614137608
imagenetsketch,resnet18,predict_imagenetsketch_resnet18_23-07-2023_12-15-07,0.20227545145507064,0.38502445380241473,0.2689417552224834,2.8726738441005657,0.001000000069505897,0.000253440777180948,21.797508679638234,559.5198858595085,1.149212821430233,0.1281439713985397,0.039098907476079255,0.9371907474283172,-0.5057844924166869,0.266668183751352
imagenetsketch,resnet34,predict_imagenetsketch_resnet34_23-07-2023_12-29-52,0.234717337053703,0.4534649360019898,0.28352867747222527,2.4659715839052403,0.0010000000759590542,0.0003209123477171148,23.2068257561595,616.9331452921251,1.055549058587098,0.14190195305399392,0.051716654247492506,0.9850124932569482,-0.44772848868894294,0.32965575312388
imagenetsketch,resnet101,predict_imagenetsketch_resnet101_23-07-2023_12-50-50,0.26967440215362243,0.5065344721613975,0.29502833952410845,2.2059978108654614,0.0010000000896316953,0.0003779843730878744,24.261558722340325,661.8853054826945,0.9657720274652337,0.14981897190964322,0.06333156445446067,1.042753823693113,-0.3822567022846292,0.3843271025107086
imagenetsketch,resnet152,predict_imagenetsketch_resnet152_23-07-2023_13-34-58,0.2853353245171052,0.5316710766984695,0.2966100497218429,2.07697852278447,0.0010000001008360782,0.00040509748135997124,24.77464747383919,682.860920464357,0.9259699333219573,0.1540078534449404,0.06871596673921739,1.0549635180112595,-0.36801037245225326,0.4092045926364296
imagenetsketch,vgg16,predict_imagenetsketch_vgg16_23-07-2023_14-33-12,0.17531587117564992,0.400316722744368,0.2659890245543776,2.709949688961347,0.0010000000771874646,0.0002661341714523486,22.08348441045725,570.1106155039306,1.1408240754566754,0.13333083770521206,0.04076385489074635,0.9406170266856367,-0.49781395634459685,0.2768290959539369
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_wide_resnet_02-08-2023_19-23-07,/datasets/ImageNet/val/n01496331/ILSVRC2012_val_00006554.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_wide_resnet_02-08-2023_19-23-07/results/val_embeddings/256_embeddings.npy,stingray,0.963141143321991,hammerhead shark,0.00036522423033602536,guinea pig,0.00029785020160488784,Whippet,0.0002865807036869228,Pomeranian,0.0002711049164645374
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_densenet121_02-08-2023_19-50-24,/datasets/ImageNet/val/n01496331/ILSVRC2012_val_00006554.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_densenet121_02-08-2023_19-50-24/results/val_embeddings/256_embeddings.npy,stingray,0.9990319013595581,pufferfish,0.0009348254534415901,eel,2.7046355171478353e-05,jellyfish,1.1856488981720759e-06,hammerhead shark,7.104425208126486e-07
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_mobilenet_v2_02-08-2023_20-10-18,/datasets/ImageNet/val/n01496331/ILSVRC2012_val_00006554.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_mobilenet_v2_02-08-2023_20-10-18/results/val_embeddings/256_embeddings.npy,stingray,0.8621193170547485,pufferfish,0.044923678040504456,eel,0.022390469908714294,hammerhead shark,0.002967774635180831,axolotl,0.002834367100149393
imagenet,labels-imagenet-a,predict_imagenet_labels-imagenet-a_alexnet_02-08-2023_22-02-33,/datasets/ImageNet/val/n01440764/ILSVRC2012_val_00000293.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-a_alexnet_02-08-2023_22-02-33/results/val_embeddings/256_embeddings.npy,stingray,0.999154806137085,shovel,0.00021143876074347645,manhole cover,0.00014690979151055217,sundial,0.00011158394045196474,spatula,9.29782836465165e-05
imagenet,labels-imagenet-a,predict_imagenet_labels-imagenet-a_resnext_02-08-2023_22-07-12,/datasets/ImageNet/val/n01440764/ILSVRC2012_val_00000293.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-a_resnext_02-08-2023_22-07-12/results/val_embeddings/256_embeddings.npy,stingray,0.7868030071258545,hockey puck,0.0018267628038302064,pufferfish,0.0016509571578353643,starfish,0.0015851948410272598,sea lion,0.0015454714884981513
imagenet,labels-imagenet-a,predict_imagenet_labels-imagenet-a_wide_resnet_02-08-2023_22-35-06,/datasets/ImageNet/val/n01440764/ILSVRC2012_val_00000293.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-a_wide_resnet_02-08-2023_22-35-06/results/val_embeddings/256_embeddings.npy,stingray,0.9636938571929932,syringe,0.00026545528089627624,American bullfrog,0.0002651719260029495,flatworm,0.00025545412790961564,breastplate,0.00024731404846534133
imagenet,labels-imagenet-a,predict_imagenet_labels-imagenet-a_densenet121_02-08-2023_23-02-02,/datasets/ImageNet/val/n01440764/ILSVRC2012_val_00000293.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-a_densenet121_02-08-2023_23-02-02/results/val_embeddings/256_embeddings.npy,stingray,0.998997151851654,pufferfish,0.0009347929153591394,shovel,5.714081271435134e-05,American bullfrog,2.530997335270513e-06,flatworm,2.100013944072998e-06
imagenet,labels-imagenet-a,predict_imagenet_labels-imagenet-a_googlenet_02-08-2023_23-14-53,/datasets/ImageNet/val/n01440764/ILSVRC2012_val_00000293.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-a_googlenet_02-08-2023_23-14-53/results/val_embeddings/256_embeddings.npy,stingray,0.9994710087776184,flatworm,0.00012545406934805214,pufferfish,8.740999328438193e-05,shovel,7.006282976362854e-05,manhole cover,6.394295633072034e-05
imagenet,labels-imagenet-a,predict_imagenet_labels-imagenet-a_mobilenet_v2_02-08-2023_23-23-19,/datasets/ImageNet/val/n01440764/ILSVRC2012_val_00000293.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-a_mobilenet_v2_02-08-2023_23-23-19/results/val_embeddings/256_embeddings.npy,stingray,0.8732437491416931,pufferfish,0.04550335556268692,flatworm,0.0076482477597892284,jellyfish,0.0024702034424990416,spatula,0.0022494355216622353
