Dataset,Model,Experiment name,Accuracy,Average Confidence,Standard Deviation Confidence,Average Entropy,Average mean,Average variance,Average skewness,Average kurtosis,Average top5 Entropy,Average top5 mean,Average top5 variance,Average top5 skewness,Average top5 kurtosis,top2_grad_confidence
imagenet-r,resnet18,predict_imagenet-r_resnet18_24-07-2023_14-19-26,0.028333333333333332,0.515376789511616,0.29484351116220375,1.9740008850558628,0.0010000000377263253,0.0003877686075622781,24.135266453123094,656.9509862869263,0.9733811766954813,0.15375171961529802,0.06466896589817392,1.0405921902258772,-0.3764065749923388,0.3937368418508726
imagenet-r,resnet34,predict_imagenet-r_resnet34_24-07-2023_14-27-00,0.0302,0.5530251383531839,0.2998078695744209,1.8191800055182934,0.0010000000369385816,0.00042930100489905576,24.89083842538198,689.4792241273244,0.9064536359340893,0.15853472999458512,0.07343977233015696,1.079015528414089,-0.3317732432683309,0.43568828052894265
imagenet-r,resnet101,predict_imagenet-r_resnet101_24-07-2023_14-38-00,0.03203333333333333,0.5861355810645967,0.3089458690887597,1.6980961078423387,0.0010000000386266039,0.0004702569928751776,25.439331034326553,714.420040620931,0.8379560379692904,0.1613769983065625,0.08254806497746496,1.107912460281113,-0.2910099081158638,0.47600685083904304
imagenet-r,resnet152,predict_imagenet-r_resnet152_24-07-2023_15-02-10,0.033133333333333334,0.5919878806680441,0.3151103219947334,1.6833520984250834,0.0010000000397364299,0.0004797155812549439,25.454512556902568,716.4290226141612,0.8227499451715545,0.16107134753738842,0.08487561501720027,1.1197915180732676,-0.27530149616797767,0.48567737604705663
imagenet-r,vgg16,predict_imagenet-r_vgg16_24-07-2023_15-33-16,0.0227,0.5156941819864015,0.2887769384741085,1.938000997453696,0.0010000000380251245,0.0003868469847370761,24.125261572297415,654.7962430599213,0.9838096761674232,0.155878136320288,0.06374777836249398,1.0251770902928268,-0.39645187721649805,0.3880154865588544
imagenet-r,vgg19,predict_imagenet-r_vgg19_24-07-2023_15-59-38,0.024333333333333332,0.5171565663546324,0.29151036438575867,1.9508486074301912,0.0010000000386421258,0.00038867966171953107,24.173057313696543,658.2574729606629,0.9767731052994181,0.15491697433292867,0.06444951791262944,1.0419618410726246,-0.3761276868581772,0.3928520886955786
imagenet-r,alexnet,predict_imagenet-r_alexnet_24-07-2023_16-30-14,0.019366666666666667,0.4733892198735227,0.26292219053640614,2.02141721981676,0.0010000000370433554,0.00033603383887757446,23.287056710243224,616.0059037256876,1.0782571700694865,0.15425690022402752,0.05187213709412481,0.9745284849989464,-0.4585910701473554,0.3343043675617511
imagenet-r,resnext,predict_imagenet-r_resnext_24-07-2023_16-35-12,0.03886666666666667,0.35247826255055453,0.2916834628955464,3.6424414313005906,0.0010000000304697702,0.00021752338193723516,21.938284390779337,613.3862995935599,0.9153057680611033,0.09023073378892926,0.0401502480015745,1.1271914184805383,-0.2583591466466586,0.30561055596971515
imagenet-r,wide_resnet,predict_imagenet-r_wide_resnet_24-07-2023_17-20-57,0.0381,0.48390951417794764,0.35341510479940436,2.82922235733171,0.0010000000301127632,0.0003699686415620211,23.917213397053878,682.6373635361592,0.793767813529226,0.11846678385577786,0.06965373903577872,1.166329974395444,-0.21191413110097249,0.42841951385863897
imagenet-r,densenet121,predict_imagenet-r_densenet121_24-07-2023_18-02-15,0.030066666666666665,0.5437644385949398,0.3056943116519931,1.883998291021121,0.0010000000371442486,0.00042150282871992507,24.645529956674576,680.8067739331564,0.9148423638310921,0.15568875971895954,0.07229848334185582,1.073745430528729,-0.33327513934373854,0.4294307402738986
imagenet-r,googlenet,predict_imagenet-r_googlenet_24-07-2023_18-21-04,0.029133333333333334,0.3981079853752007,0.3070412109305716,2.964650838080985,0.0010000000303494745,0.0002730394795544574,22.19314184624354,591.0922363032658,1.050342057269431,0.11712970608938486,0.046915276529225,1.0265009458612817,-0.38752954392433164,0.31119646812523205
imagenet-r,mobilenet,predict_imagenet-r_mobilenet_v2_24-07-2023_18-31-59,0.027033333333333333,0.20932286342239628,0.21913194081552936,4.1856742277325445,0.001000000029154277,0.00010271005748521323,17.32043595380783,423.0230410913785,1.249894839301259,0.06918024765588343,0.016613879014104264,0.9304364537712274,-0.4955327172279358,0.15274023535924572
imagenet-a,resnet50,predict_imagenet-a_resnet50_24-07-2023_18-43-14,0.145290047897818,0.2678404893736519,0.20814536984475132,3.851357638316468,0.0010000000310326446,0.00013125367327559588,20.62910692898944,529.4865111533855,1.1766046441371785,0.08856902410575605,0.02028807178354912,0.9646993636963883,-0.47500768681356664,0.18792761048803852
imagenet-a,resnet18,predict_imagenet-a_resnet18_24-07-2023_18-47-51,0.011442256519425226,0.48554782609754166,0.259611452236673,1.9930572580470296,0.0010000000357877675,0.00034646913968245616,23.645692560443095,630.6223630311325,1.0598545803466806,0.15629056288289256,0.053759438952864946,0.9838374869959662,-0.45773012338958563,0.3429281897934185
imagenet-a,resnet34,predict_imagenet-a_resnet34_24-07-2023_18-49-50,0.018626929217668974,0.527121530021003,0.26665276907481444,1.83043747952548,0.0010000000365622175,0.0003903101297765958,24.522877942062934,669.0383103691942,0.9917525016787139,0.16166714178581643,0.06284319531057739,1.0323698182026917,-0.39849234939002176,0.3886750944191062
imagenet-a,resnet101,predict_imagenet-a_resnet101_24-07-2023_18-52-30,0.04723257051623204,0.5632449642300582,0.26967499271415485,1.6710065384041535,0.0010000000374605796,0.00043127104740082415,25.19258179970407,697.4665226969331,0.9290328627444582,0.1667130555602672,0.07123599372261051,1.0596713187771845,-0.36457651300021726,0.42503855626825676
imagenet-a,resnet152,predict_imagenet-a_resnet152_24-07-2023_18-58-32,0.06027142096860032,0.5689325985251398,0.2676050700018768,1.6390621359881377,0.0010000000371817774,0.00043681399396583686,25.27661072452884,701.1613376814358,0.9244015369924726,0.16805062533126763,0.0721226686835775,1.0622018690982389,-0.3601884791323198,0.42933700176147904
imagenet-a,vgg16,predict_imagenet-a_vgg16_24-07-2023_19-06-36,0.026343799893560404,0.49014173077440215,0.26204767217169767,1.97688716555255,0.0010000000377858485,0.000351706757260786,23.71932523437102,634.6359439299677,1.0519050099548495,0.15647244676521335,0.05490049882226437,0.9947359759664518,-0.4381652067892725,0.34889650311845183
imagenet-a,vgg19,predict_imagenet-a_vgg19_24-07-2023_19-13-19,0.021021820117083555,0.49005130925099305,0.2641350083089662,1.9822996327894922,0.0010000000395206164,0.00035222728769476253,23.68480482895746,633.5583315778756,1.052196372831738,0.15630054707723676,0.055094938292636446,0.9945764941243384,-0.4364670570731607,0.35035099403230324
imagenet-a,alexnet,predict_imagenet-a_alexnet_24-07-2023_19-21-02,0.017695582756785525,0.41129051002923117,0.23831563056171476,2.3041267650375516,0.0010000000358961906,0.0002690796366390087,22.04416797971903,563.8942419608392,1.1763633474300792,0.14425918826027442,0.038501812625756485,0.9250685091711889,-0.5181426067121363,0.27109469395933183
imagenet-a,resnext,predict_imagenet-a_resnext_24-07-2023_19-22-13,0.27474720596061736,0.3138798944134872,0.23193511104184852,3.6800764218033155,0.0010000000297160797,0.0001678821665923978,22.140221415951,593.6633142761058,1.0705453607945716,0.09499146910622208,0.027695610442552372,1.0330340408034824,-0.39763790418202094,0.23534123221262346
imagenet-a,wide_resnet,predict_imagenet-a_wide_resnet_24-07-2023_19-33-43,0.22139435870143692,0.4323290328403757,0.281649708661543,2.9287136795644577,0.0010000000320858967,0.00028791917946226556,23.972233441058087,662.6829923337733,0.955952410488102,0.122995796365881,0.0494399059276428,1.0742862240300346,-0.348534121308446,0.33714729791050996
imagenet-a,densenet121,predict_imagenet-a_densenet121_24-07-2023_19-44-35,0.021420968600319317,0.5124354655034107,0.26213543343150514,1.8852522964133378,0.0010000000350907626,0.0003742151242025278,24.22774389749388,655.6452777064691,1.0148966091936902,0.16000049303079092,0.059384594093700734,1.0130799832458337,-0.42371304973190677,0.3698488743939641
imagenet-a,googlenet,predict_imagenet-a_googlenet_24-07-2023_19-49-08,0.017030335284725917,0.3683527675727427,0.24754452201627644,2.9036271536611475,0.0010000000317761167,0.00022681775246207337,21.81483333049904,561.8384475636951,1.161482750760294,0.12366039479203907,0.03443024472420034,0.9517953582928976,-0.48650742252815776,0.2547841971369535
imagenet-a,mobilenet,predict_imagenet-a_mobilenet_v2_24-07-2023_19-51-50,0.033661522086216075,0.20031910088035204,0.16505086933769095,4.088969548042029,0.0010000000291429867,8.345658213873737e-05,17.91451101581615,422.6537426219715,1.3170487482998838,0.07662634641708267,0.011103971314754355,0.8762158403690995,-0.5695760750339157,0.12520368472901183
imagenet,vid,predict_imagenet_vid_robust_mobilenet_v2_24-07-2023_23-49-10,0.0,0.11935263490158832,0.11118861326671345,3.7860523583367467,0.0003138563771472036,2.7423742180454624e-05,22.609497293829918,622.8152655959129,0.9719470356358215,0.031104137990041636,0.005042639302033081,1.2367674863198772,-0.13546903617680073,0.10406358235377411
imagenet,vid,predict_imagenet_vid_robust_mobilenet_v2_24-07-2023_23-51-58,0.0,0.12496158645070016,0.1505693898954062,4.045978524360914,0.0004224919202040952,4.2518523707266906e-05,19.10410865512027,476.02856455829317,1.2166097428832712,0.04061039740752304,0.00697529839889394,0.9057013536282178,-0.5346319625272682,0.08914897152307451
imagenet,vid,predict_imagenet_vid_robust_mobilenet_v2_25-07-2023_00-04-20,0.007661661048115232,0.11935263490158832,0.11118861326671345,3.7860523583367467,0.0003138563771472036,2.7423742180454624e-05,22.609497293829918,622.8152655959129,0.9719470356358215,0.031104137990041636,0.005042639302033081,1.2367674863198772,-0.13546903617680073,0.10406358235377411
imagenet,vid,predict_imagenet_vid_robust_mobilenet_v2_25-07-2023_00-05-53,0.007661661048115232,0.11935263490158832,0.11118861326671345,3.7860523583367467,0.0003138563771472036,2.7423742180454624e-05,22.609497293829918,622.8152655959129,0.9719470356358215,0.031104137990041636,0.005042639302033081,1.2367674863198772,-0.13546903617680073,0.10406358235377411
imagenet,vid,predict_imagenet_vid_robust_mobilenet_v2_25-07-2023_00-06-25,0.058841556849524974,0.12496158645070016,0.1505693898954062,4.045978524360914,0.0004224919202040952,4.2518523707266906e-05,19.10410865512027,476.02856455829317,1.2166097428832712,0.04061039740752304,0.00697529839889394,0.9057013536282178,-0.5346319625272682,0.08914897152307451
imagenet,vid,predict_imagenet_vid_robust_resnet50_25-07-2023_00-11-20,0.057104913678618856,0.3756156200740461,0.25118695447676975,3.5055336186905683,0.0010000000316091205,0.0002204923166044391,23.232077683305484,643.5935120601334,0.9472816437229762,0.10569442105236457,0.03801880519952383,1.0771771128137677,-0.336912560346044,0.2971685275973986
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_resnet18_01-08-2023_16-58-01,/datasets/ImageNet/val/n01498041/ILSVRC2012_val_00001935.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_resnet18_01-08-2023_16-58-01/results/val_embeddings/300_embeddings.npy,stingray,0.999687910079956,pufferfish,0.00021855418162886053,eel,7.956209447002038e-05,hammerhead shark,3.186993808412808e-06,broom,2.6534864900895627e-06
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_resnet34_01-08-2023_17-19-07,/datasets/ImageNet/val/n01498041/ILSVRC2012_val_00001935.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_resnet34_01-08-2023_17-19-07/results/val_embeddings/300_embeddings.npy,stingray,0.9998855590820312,pufferfish,9.369810140924528e-05,eel,1.3305729225976393e-05,hammerhead shark,5.7585161812312435e-06,guinea pig,1.97816788727323e-07
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_resnet101_01-08-2023_17-47-28,/datasets/ImageNet/val/n01498041/ILSVRC2012_val_00001935.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_resnet101_01-08-2023_17-47-28/results/val_embeddings/300_embeddings.npy,stingray,1.0,pufferfish,3.5610707271871433e-08,guinea pig,5.231722166598729e-09,cowboy hat,4.195324088129837e-09,hammerhead shark,3.893555255984893e-09
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_resnet152_01-08-2023_19-15-19,/datasets/ImageNet/val/n01498041/ILSVRC2012_val_00001935.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_resnet152_01-08-2023_19-15-19/results/val_embeddings/300_embeddings.npy,stingray,0.9999998807907104,pufferfish,6.393351270617131e-08,hammerhead shark,4.75732839788634e-08,eel,2.9751172636593992e-09,shield,1.4451494445566482e-09
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_vgg16_01-08-2023_20-51-45,/datasets/ImageNet/val/n01498041/ILSVRC2012_val_00001935.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_vgg16_01-08-2023_20-51-45/results/val_embeddings/300_embeddings.npy,stingray,0.9999998807907104,pufferfish,1.7259942808323103e-07,eel,2.5347930421304454e-09,hammerhead shark,5.781482514954916e-10,sandal,2.689162226232611e-10
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_resnet50_01-08-2023_15-35-54,/datasets/ImageNet/val/n01498041/ILSVRC2012_val_00001935.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_resnet50_01-08-2023_15-35-54/results/val_embeddings/300_embeddings.npy,stingray,0.8689877390861511,hammerhead shark,0.0014157857513055205,mushroom,0.0010422006016597152,candle,0.0010054424637928605,tennis ball,0.0009719497757032514
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_vgg19_01-08-2023_22-16-25,/datasets/ImageNet/val/n01498041/ILSVRC2012_val_00001935.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_vgg19_01-08-2023_22-16-25/results/val_embeddings/300_embeddings.npy,stingray,0.9999996423721313,pufferfish,3.8646547295684286e-07,eel,4.4436809787384846e-08,jellyfish,1.596909804391089e-08,sandal,5.594902319216999e-09
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_alexnet_01-08-2023_23-55-23,/datasets/ImageNet/val/n01498041/ILSVRC2012_val_00001935.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_alexnet_01-08-2023_23-55-23/results/val_embeddings/300_embeddings.npy,stingray,0.9994571805000305,eel,0.00029122232808731496,hammerhead shark,4.740627628052607e-05,cauldron,2.934402073151432e-05,sandal,2.844429218384903e-05
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_resnext_02-08-2023_00-07-28,/datasets/ImageNet/val/n01498041/ILSVRC2012_val_00001935.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_resnext_02-08-2023_00-07-28/results/val_embeddings/300_embeddings.npy,stingray,0.7778344750404358,hammerhead shark,0.00508228549733758,eel,0.0018291263841092587,great white shark,0.001689755474217236,pufferfish,0.0016321383882313967
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_wide_resnet_02-08-2023_02-35-42,/datasets/ImageNet/val/n01498041/ILSVRC2012_val_00001935.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_wide_resnet_02-08-2023_02-35-42/results/val_embeddings/300_embeddings.npy,stingray,0.963141143321991,hammerhead shark,0.00036522423033602536,guinea pig,0.00029785020160488784,Whippet,0.0002865807036869228,Pomeranian,0.0002711049164645374
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_densenet121_02-08-2023_04-51-34,/datasets/ImageNet/val/n01498041/ILSVRC2012_val_00001935.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_densenet121_02-08-2023_04-51-34/results/val_embeddings/300_embeddings.npy,stingray,0.9990319013595581,pufferfish,0.0009348254534415901,eel,2.7046355171478353e-05,jellyfish,1.1856488981720759e-06,hammerhead shark,7.104425208126486e-07
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_googlenet_02-08-2023_05-44-50,/datasets/ImageNet/val/n01498041/ILSVRC2012_val_00001935.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_googlenet_02-08-2023_05-44-50/results/val_embeddings/300_embeddings.npy,stingray,0.9994028806686401,eel,0.00022035467554815114,pufferfish,8.740403427509591e-05,hammerhead shark,6.028132702340372e-05,mitten,3.88855260098353e-05
